1.e-6	-1.6453163567312992e-12	2.6325061707700787e-11
0.0009168656702453935	8.626756190352467e-15	1.5316275902871397e-14
0.0018327313404907868	3.4475600921593895e-14	6.121299363633178e-14
0.0027485970107361804	7.754144001760442e-14	1.376981999472886e-13
0.003664462680981574	1.37825244055184e-13	2.4475636089849814e-13
0.0045803283512269675	2.1532500882225455e-13	3.8240140799327306e-13
0.005496194021472361	3.1003988427548917e-13	5.506365250431514e-13
0.006412059691717755	4.2196786118395483e-13	7.494689311028081e-13
0.007327925361963148	5.511068439906171e-13	9.789062861755976e-13
0.00824379103220854	6.974543085099156e-13	1.238955383392359e-12
0.009159656702453934	8.610074301227981e-13	1.529627004995129e-12
0.010075522372699328	1.0417630979529963e-12	1.850930517872143e-12
0.01099138804294472	1.2397177493100118e-12	2.202878777075004e-12
0.011907253713190114	1.4548675861313243e-12	2.5854844373032022e-12
0.012823119383435508	1.687208412770102e-12	2.998761824908009e-12
0.0137389850536809	1.936735826200354e-12	3.4427249077595266e-12
0.014654850723926294	2.2034449420465293e-12	3.917391055316772e-12
0.015570716394171688	2.4873306319212137e-12	4.4227770983543846e-12
0.016486582064417082	2.7883874112442434e-12	4.958901750648361e-12
0.017402447734662478	3.10660946191396e-12	5.525784318176985e-12
0.01831831340490787	3.4419906391278877e-12	6.123445640646434e-12
0.019234179075153263	3.7945244697202055e-12	6.751907342670706e-12
0.02015004474539866	4.164204134331613e-12	7.411192649082832e-12
0.02106591041564405	4.551022503603703e-12	8.101325341558602e-12
0.021981776085889443	4.954972097223422e-12	8.822330648714614e-12
0.02289764175613484	5.376045111751399e-12	9.574234902933361e-12
0.02381350742638023	5.814233418644447e-12	1.0357065359294908e-11
0.024729373096625623	6.2695285504534555e-12	1.1170850524998734e-11
0.02564523876687102	6.741921708243033e-12	1.2015620010200272e-11
0.02656110443711641	7.231403771095771e-12	1.2891404497815167e-11
0.027476970107361803	7.73796527795264e-12	1.379823576831026e-11
0.0283928357776072	8.261596444884335e-12	1.473614678866525e-11
0.02930870144785259	8.802287153346395e-12	1.570517152192024e-11
